bucket,hand_id,decision_idx,head_idx,rank,src_position,src_token,attn_weight,entropy_over_seq,seq_len
clean_legal_fold,4fcb30df,4,9,2,0,<s>,0.1064,2.7355,330
clean_legal_fold,4fcb30df,4,9,3,327,action,0.1021,2.7355,330
clean_legal_fold,4fcb30df,4,9,4,326," {""",0.0908,2.7355,330
clean_legal_fold,4fcb30df,4,9,5,323,".

",0.0757,2.7355,330
clean_legal_fold,4fcb30df,4,9,6,329," """,0.0728,2.7355,330
clean_legal_fold,4fcb30df,4,9,7,328,""":",0.0334,2.7355,330
clean_legal_fold,4fcb30df,4,15,0,0,<s>,0.1719,4.1686,330
clean_legal_fold,4fcb30df,4,15,1,323,".

",0.0674,4.1686,330
clean_legal_fold,4fcb30df,4,15,2,7,.,0.0500,4.1686,330
clean_legal_fold,4fcb30df,4,15,3,318, folding,0.0479,4.1686,330
clean_legal_fold,4fcb30df,4,15,4,327,action,0.0454,4.1686,330
clean_legal_fold,4fcb30df,4,15,5,329," """,0.0305,4.1686,330
clean_legal_fold,4fcb30df,4,15,6,302,.,0.0278,4.1686,330
clean_legal_fold,4fcb30df,4,15,7,324,JSON,0.0229,4.1686,330
clean_legal_fold,76fef162,4,22,0,318, option,0.2129,3.3345,326
clean_legal_fold,76fef162,4,22,1,314, folding,0.1885,3.3345,326
clean_legal_fold,76fef162,4,22,2,299,.,0.0771,3.3345,326
clean_legal_fold,76fef162,4,22,3,313,",",0.0522,3.3345,326
clean_legal_fold,76fef162,4,22,4,319,".

",0.0312,3.3345,326
clean_legal_fold,76fef162,4,22,5,0,<s>,0.0276,3.3345,326
clean_legal_fold,76fef162,4,22,6,324,""":",0.0236,3.3345,326
clean_legal_fold,76fef162,4,22,7,228, your,0.0236,3.3345,326
clean_legal_fold,76fef162,4,9,0,320,JSON,0.2578,2.7076,326
clean_legal_fold,76fef162,4,9,1,323,action,0.1211,2.7076,326
clean_legal_fold,76fef162,4,9,2,321,:,0.0996,2.7076,326
clean_legal_fold,76fef162,4,9,3,322," {""",0.0972,2.7076,326
clean_legal_fold,76fef162,4,9,4,0,<s>,0.0972,2.7076,326
clean_legal_fold,76fef162,4,9,5,319,".

",0.0674,2.7076,326
clean_legal_fold,76fef162,4,9,6,325," """,0.0654,2.7076,326
clean_legal_fold,76fef162,4,9,7,324,""":",0.0310,2.7076,326
clean_legal_fold,76fef162,4,15,0,0,<s>,0.1738,4.1650,326
clean_legal_fold,76fef162,4,15,1,319,".

",0.0649,4.1650,326
clean_legal_fold,76fef162,4,15,2,323,action,0.0583,4.1650,326
clean_legal_fold,76fef162,4,15,3,314, folding,0.0461,4.1650,326
clean_legal_fold,76fef162,4,15,4,7,.,0.0444,4.1650,326
clean_legal_fold,76fef162,4,15,5,325," """,0.0342,4.1650,326
clean_legal_fold,76fef162,4,15,6,322," {""",0.0293,4.1650,326
clean_legal_fold,76fef162,4,15,7,320,JSON,0.0283,4.1650,326
clean_legal_fold,99f6aac3,4,22,0,323, option,0.2344,3.3653,331
clean_legal_fold,99f6aac3,4,22,1,319, folding,0.1514,3.3653,331
clean_legal_fold,99f6aac3,4,22,2,301,.,0.0825,3.3653,331
clean_legal_fold,99f6aac3,4,22,3,318,",",0.0540,3.3653,331
clean_legal_fold,99f6aac3,4,22,4,324,".

",0.0354,3.3653,331
clean_legal_fold,99f6aac3,4,22,5,0,<s>,0.0349,3.3653,331
clean_legal_fold,99f6aac3,4,22,6,320, is,0.0251,3.3653,331
clean_legal_fold,99f6aac3,4,22,7,329,""":",0.0211,3.3653,331
clean_legal_fold,99f6aac3,4,9,0,325,JSON,0.2578,2.7042,331
clean_legal_fold,99f6aac3,4,9,1,328,action,0.1172,2.7042,331
clean_legal_fold,99f6aac3,4,9,2,0,<s>,0.1011,2.7042,331
clean_legal_fold,99f6aac3,4,9,3,327," {""",0.1011,2.7042,331
clean_legal_fold,99f6aac3,4,9,4,326,:,0.0986,2.7042,331
clean_legal_fold,99f6aac3,4,9,5,324,".

",0.0703,2.7042,331
clean_legal_fold,99f6aac3,4,9,6,330," """,0.0576,2.7042,331
clean_legal_fold,99f6aac3,4,9,7,329,""":",0.0332,2.7042,331
clean_legal_fold,99f6aac3,4,15,0,0,<s>,0.1768,4.1495,331
clean_legal_fold,99f6aac3,4,15,1,324,".

",0.0679,4.1495,331
clean_legal_fold,99f6aac3,4,15,2,328,action,0.0566,4.1495,331
clean_legal_fold,99f6aac3,4,15,3,7,.,0.0461,4.1495,331
clean_legal_fold,99f6aac3,4,15,4,319, folding,0.0447,4.1495,331
clean_legal_fold,99f6aac3,4,15,5,330," """,0.0344,4.1495,331
clean_legal_fold,99f6aac3,4,15,6,327," {""",0.0310,4.1495,331
clean_legal_fold,99f6aac3,4,15,7,325,JSON,0.0291,4.1495,331
clean_legal_fold,7637e912,4,22,0,294, option,0.2227,3.2265,307
clean_legal_fold,7637e912,4,22,1,290, folding,0.1846,3.2265,307
clean_legal_fold,7637e912,4,22,2,289,",",0.1001,3.2265,307
clean_legal_fold,7637e912,4,22,3,300,".

",0.0503,3.2265,307
clean_legal_fold,7637e912,4,22,4,227, your,0.0282,3.2265,307
clean_legal_fold,7637e912,4,22,5,291, is,0.0261,3.2265,307
clean_legal_fold,7637e912,4,22,6,0,<s>,0.0227,3.2265,307
clean_legal_fold,7637e912,4,22,7,272,.,0.0204,3.2265,307
clean_legal_fold,7637e912,4,9,0,301,JSON,0.2451,2.7232,307
clean_legal_fold,7637e912,4,9,1,304,action,0.1240,2.7232,307
clean_legal_fold,7637e912,4,9,2,302,:,0.1021,2.7232,307
clean_legal_fold,7637e912,4,9,3,303," {""",0.1006,2.7232,307
clean_legal_fold,7637e912,4,9,4,0,<s>,0.0991,2.7232,307
clean_legal_fold,7637e912,4,9,5,300,".

",0.0723,2.7232,307
clean_legal_fold,7637e912,4,9,6,306," """,0.0703,2.7232,307
clean_legal_fold,7637e912,4,9,7,305,""":",0.0320,2.7232,307
clean_legal_fold,7637e912,4,15,0,0,<s>,0.1660,4.1563,307
clean_legal_fold,7637e912,4,15,1,300,".

",0.0664,4.1563,307
clean_legal_fold,7637e912,4,15,2,304,action,0.0515,4.1563,307
clean_legal_fold,7637e912,4,15,3,7,.,0.0469,4.1563,307
clean_legal_fold,7637e912,4,15,4,290, folding,0.0457,4.1563,307
clean_legal_fold,7637e912,4,15,5,306," """,0.0299,4.1563,307
clean_legal_fold,7637e912,4,15,6,301,JSON,0.0232,4.1563,307
clean_legal_fold,7637e912,4,15,7,303," {""",0.0228,4.1563,307
clean_legal_fold,aa9823da,4,22,0,321, option,0.3184,3.1449,329
clean_legal_fold,aa9823da,4,22,1,317, folding,0.1245,3.1449,329
clean_legal_fold,aa9823da,4,22,2,301,.,0.0854,3.1449,329
clean_legal_fold,aa9823da,4,22,3,322,".

",0.0334,3.1449,329
clean_legal_fold,aa9823da,4,22,4,0,<s>,0.0310,3.1449,329
clean_legal_fold,aa9823da,4,22,5,318, is,0.0238,3.1449,329
clean_legal_fold,aa9823da,4,22,6,327,""":",0.0203,3.1449,329
clean_legal_fold,aa9823da,4,22,7,273,.,0.0200,3.1449,329
clean_legal_fold,aa9823da,4,9,0,323,JSON,0.2402,2.7258,329
clean_legal_fold,aa9823da,4,9,1,324,:,0.1172,2.7258,329
clean_legal_fold,aa9823da,4,9,2,0,<s>,0.1035,2.7258,329
clean_legal_fold,aa9823da,4,9,3,326,action,0.1016,2.7258,329
clean_legal_fold,aa9823da,4,9,4,325," {""",0.0928,2.7258,329
clean_legal_fold,aa9823da,4,9,5,322,".

",0.0742,2.7258,329
clean_legal_fold,aa9823da,4,9,6,328," """,0.0703,2.7258,329
clean_legal_fold,aa9823da,4,9,7,327,""":",0.0342,2.7258,329
clean_legal_fold,aa9823da,4,15,0,0,<s>,0.1738,4.1559,329
clean_legal_fold,aa9823da,4,15,1,322,".

",0.0698,4.1559,329
clean_legal_fold,aa9823da,4,15,2,317, folding,0.0510,4.1559,329
clean_legal_fold,aa9823da,4,15,3,7,.,0.0479,4.1559,329
clean_legal_fold,aa9823da,4,15,4,326,action,0.0459,4.1559,329
clean_legal_fold,aa9823da,4,15,5,328," """,0.0317,4.1559,329
clean_legal_fold,aa9823da,4,15,6,301,.,0.0275,4.1559,329
clean_legal_fold,aa9823da,4,15,7,323,JSON,0.0238,4.1559,329
clean_legal_fold,ff2290f0,4,22,0,312,olding,0.2002,3.3770,324
clean_legal_fold,ff2290f0,4,22,1,316, option,0.1465,3.3770,324
clean_legal_fold,ff2290f0,4,22,2,310,.,0.1104,3.3770,324
clean_legal_fold,ff2290f0,4,22,3,289,.,0.0530,3.3770,324
clean_legal_fold,ff2290f0,4,22,4,311, F,0.0381,3.3770,324
clean_legal_fold,ff2290f0,4,22,5,317,".

",0.0243,3.3770,324
clean_legal_fold,ff2290f0,4,22,6,322,""":",0.0232,3.3770,324
clean_legal_fold,ff2290f0,4,22,7,300,",",0.0228,3.3770,324
clean_legal_fold,ff2290f0,4,9,0,318,JSON,0.2363,2.7014,324
clean_legal_fold,ff2290f0,4,9,1,321,action,0.1152,2.7014,324
clean_legal_fold,ff2290f0,4,9,2,0,<s>,0.1079,2.7014,324
clean_legal_fold,ff2290f0,4,9,3,319,:,0.1079,2.7014,324
clean_legal_fold,ff2290f0,4,9,4,320," {""",0.0859,2.7014,324
clean_legal_fold,ff2290f0,4,9,5,323," """,0.0781,2.7014,324
clean_legal_fold,ff2290f0,4,9,6,317,".

",0.0771,2.7014,324
clean_legal_fold,ff2290f0,4,9,7,322,""":",0.0352,2.7014,324
clean_legal_fold,ff2290f0,4,15,0,0,<s>,0.1572,4.2545,324
clean_legal_fold,ff2290f0,4,15,1,317,".

",0.0654,4.2545,324
clean_legal_fold,ff2290f0,4,15,2,321,action,0.0500,4.2545,324
clean_legal_fold,ff2290f0,4,15,3,312,olding,0.0454,4.2545,324
clean_legal_fold,ff2290f0,4,15,4,7,.,0.0427,4.2545,324
clean_legal_fold,ff2290f0,4,15,5,323," """,0.0282,4.2545,324
clean_legal_fold,ff2290f0,4,15,6,318,JSON,0.0249,4.2545,324
clean_legal_fold,ff2290f0,4,15,7,320," {""",0.0238,4.2545,324
clean_legal_fold,7bb97155,4,22,0,297,olding,0.2148,3.1828,314
clean_legal_fold,7bb97155,4,22,1,301, option,0.1846,3.1828,314
clean_legal_fold,7bb97155,4,22,2,295,.,0.1050,3.1828,314
clean_legal_fold,7bb97155,4,22,3,307,".

",0.0520,3.1828,314
clean_legal_fold,7bb97155,4,22,4,296, F,0.0437,3.1828,314
clean_legal_fold,7bb97155,4,22,5,312,""":",0.0204,3.1828,314
clean_legal_fold,7bb97155,4,22,6,0,<s>,0.0204,3.1828,314
clean_legal_fold,7bb97155,4,22,7,226, your,0.0204,3.1828,314
clean_legal_fold,7bb97155,4,9,0,308,JSON,0.2295,2.7436,314
clean_legal_fold,7bb97155,4,9,1,0,<s>,0.1162,2.7436,314
clean_legal_fold,7bb97155,4,9,2,311,action,0.1162,2.7436,314
clean_legal_fold,7bb97155,4,9,3,309,:,0.1025,2.7436,314
clean_legal_fold,7bb97155,4,9,4,310," {""",0.0898,2.7436,314
clean_legal_fold,7bb97155,4,9,5,313," """,0.0771,2.7436,314
clean_legal_fold,7bb97155,4,9,6,307,".

",0.0742,2.7436,314
clean_legal_fold,7bb97155,4,9,7,312,""":",0.0374,2.7436,314
clean_legal_fold,7bb97155,4,15,0,0,<s>,0.1611,4.2406,314
clean_legal_fold,7bb97155,4,15,1,307,".

",0.0640,4.2406,314
clean_legal_fold,7bb97155,4,15,2,7,.,0.0457,4.2406,314
clean_legal_fold,7bb97155,4,15,3,311,action,0.0437,4.2406,314
clean_legal_fold,7bb97155,4,15,4,297,olding,0.0378,4.2406,314
clean_legal_fold,7bb97155,4,15,5,313," """,0.0273,4.2406,314
clean_legal_fold,7bb97155,4,15,6,295,.,0.0243,4.2406,314
clean_legal_fold,7bb97155,4,15,7,271,.,0.0239,4.2406,314
clean_legal_fold,47193a37,4,22,0,315, option,0.3125,3.1498,323
clean_legal_fold,47193a37,4,22,1,311, folding,0.1226,3.1498,323
clean_legal_fold,47193a37,4,22,2,295,.,0.0854,3.1498,323
clean_legal_fold,47193a37,4,22,3,316,".

",0.0347,3.1498,323
clean_legal_fold,47193a37,4,22,4,0,<s>,0.0295,3.1498,323
clean_legal_fold,47193a37,4,22,5,312, is,0.0258,3.1498,323
clean_legal_fold,47193a37,4,22,6,310,",",0.0234,3.1498,323
clean_legal_fold,47193a37,4,22,7,321,""":",0.0200,3.1498,323
clean_legal_fold,47193a37,4,9,0,317,JSON,0.2490,2.6972,323
clean_legal_fold,47193a37,4,9,1,318,:,0.1157,2.6972,323
clean_legal_fold,47193a37,4,9,2,320,action,0.1040,2.6972,323
clean_legal_fold,47193a37,4,9,3,0,<s>,0.1021,2.6972,323
clean_legal_fold,47193a37,4,9,4,319," {""",0.0903,2.6972,323
clean_legal_fold,47193a37,4,9,5,316,".

",0.0747,2.6972,323
clean_legal_fold,47193a37,4,9,6,322," """,0.0688,2.6972,323
clean_legal_fold,47193a37,4,9,7,321,""":",0.0354,2.6972,323
clean_legal_fold,47193a37,4,15,0,0,<s>,0.1777,4.1456,323
clean_legal_fold,47193a37,4,15,1,316,".

",0.0688,4.1456,323
clean_legal_fold,47193a37,4,15,2,311, folding,0.0515,4.1456,323
clean_legal_fold,47193a37,4,15,3,7,.,0.0483,4.1456,323
clean_legal_fold,47193a37,4,15,4,320,action,0.0469,4.1456,323
clean_legal_fold,47193a37,4,15,5,322," """,0.0303,4.1456,323
clean_legal_fold,47193a37,4,15,6,295,.,0.0265,4.1456,323
clean_legal_fold,47193a37,4,15,7,317,JSON,0.0234,4.1456,323
clean_legal_fold,2f52fd5d,4,22,0,296,olding,0.2090,3.1959,313
clean_legal_fold,2f52fd5d,4,22,1,300, option,0.1904,3.1959,313
clean_legal_fold,2f52fd5d,4,22,2,294,.,0.1006,3.1959,313
clean_legal_fold,2f52fd5d,4,22,3,306,".

",0.0530,3.1959,313
clean_legal_fold,2f52fd5d,4,22,4,295, F,0.0481,3.1959,313
clean_legal_fold,2f52fd5d,4,22,5,0,<s>,0.0214,3.1959,313
clean_legal_fold,2f52fd5d,4,22,6,311,""":",0.0198,3.1959,313
clean_legal_fold,2f52fd5d,4,22,7,224, your,0.0198,3.1959,313
clean_legal_fold,2f52fd5d,4,9,0,307,JSON,0.2363,2.7313,313
clean_legal_fold,2f52fd5d,4,9,1,310,action,0.1206,2.7313,313
clean_legal_fold,2f52fd5d,4,9,2,0,<s>,0.1152,2.7313,313
clean_legal_fold,2f52fd5d,4,9,3,308,:,0.0947,2.7313,313
clean_legal_fold,2f52fd5d,4,9,4,309," {""",0.0947,2.7313,313
clean_legal_fold,2f52fd5d,4,9,5,312," """,0.0747,2.7313,313
clean_legal_fold,2f52fd5d,4,9,6,306,".

",0.0737,2.7313,313
clean_legal_fold,2f52fd5d,4,9,7,311,""":",0.0349,2.7313,313
clean_legal_fold,2f52fd5d,4,15,0,0,<s>,0.1602,4.2421,313
clean_legal_fold,2f52fd5d,4,15,1,306,".

",0.0625,4.2421,313
clean_legal_fold,2f52fd5d,4,15,2,310,action,0.0493,4.2421,313
clean_legal_fold,2f52fd5d,4,15,3,7,.,0.0457,4.2421,313
clean_legal_fold,2f52fd5d,4,15,4,296,olding,0.0359,4.2421,313
clean_legal_fold,2f52fd5d,4,15,5,312," """,0.0281,4.2421,313
clean_legal_fold,2f52fd5d,4,15,6,294,.,0.0240,4.2421,313
clean_legal_fold,2f52fd5d,4,15,7,269,.,0.0237,4.2421,313
clean_legal_fold,7a9da27b,8,22,0,328, option,0.2422,3.3366,341
clean_legal_fold,7a9da27b,8,22,1,324, folding,0.1611,3.3366,341
clean_legal_fold,7a9da27b,8,22,2,334,".

",0.0557,3.3366,341
clean_legal_fold,7a9da27b,8,22,3,0,<s>,0.0522,3.3366,341
clean_legal_fold,7a9da27b,8,22,4,323,",",0.0415,3.3366,341
clean_legal_fold,7a9da27b,8,22,5,325, is,0.0289,3.3366,341
clean_legal_fold,7a9da27b,8,22,6,291,.,0.0234,3.3366,341
clean_legal_fold,7a9da27b,8,22,7,340," """,0.0227,3.3366,341
clean_legal_fold,7a9da27b,8,9,0,335,JSON,0.2354,2.7487,341
clean_legal_fold,7a9da27b,8,9,1,0,<s>,0.1230,2.7487,341
clean_legal_fold,7a9da27b,8,9,2,338,action,0.1074,2.7487,341
clean_legal_fold,7a9da27b,8,9,3,336,:,0.1069,2.7487,341
clean_legal_fold,7a9da27b,8,9,4,337," {""",0.0830,2.7487,341
clean_legal_fold,7a9da27b,8,9,5,334,".

",0.0786,2.7487,341
clean_legal_fold,7a9da27b,8,9,6,340," """,0.0747,2.7487,341
clean_legal_fold,7a9da27b,8,9,7,339,""":",0.0359,2.7487,341
clean_legal_fold,7a9da27b,8,15,0,0,<s>,0.1699,4.2449,341
clean_legal_fold,7a9da27b,8,15,1,334,".

",0.0601,4.2449,341
clean_legal_fold,7a9da27b,8,15,2,7,.,0.0481,4.2449,341
clean_legal_fold,7a9da27b,8,15,3,338,action,0.0422,4.2449,341
clean_legal_fold,7a9da27b,8,15,4,324, folding,0.0410,4.2449,341
clean_legal_fold,7a9da27b,8,15,5,291,.,0.0270,4.2449,341
clean_legal_fold,7a9da27b,8,15,6,340," """,0.0265,4.2449,341
clean_legal_fold,7a9da27b,8,15,7,323,",",0.0237,4.2449,341
clean_legal_fold,115e352c,4,22,0,317, option,0.3223,3.0935,325
clean_legal_fold,115e352c,4,22,1,313, folding,0.1279,3.0935,325
clean_legal_fold,115e352c,4,22,2,297,.,0.0825,3.0935,325
clean_legal_fold,115e352c,4,22,3,318,".

",0.0356,3.0935,325
clean_legal_fold,115e352c,4,22,4,0,<s>,0.0309,3.0935,325
clean_legal_fold,115e352c,4,22,5,314, is,0.0273,3.0935,325
clean_legal_fold,115e352c,4,22,6,316, best,0.0206,3.0935,325
clean_legal_fold,115e352c,4,22,7,312,",",0.0200,3.0935,325
clean_legal_fold,115e352c,4,9,0,319,JSON,0.2393,2.7367,325
clean_legal_fold,115e352c,4,9,1,320,:,0.1123,2.7367,325
clean_legal_fold,115e352c,4,9,2,0,<s>,0.1084,2.7367,325
clean_legal_fold,115e352c,4,9,3,322,action,0.1045,2.7367,325
clean_legal_fold,115e352c,4,9,4,321," {""",0.0908,2.7367,325
clean_legal_fold,115e352c,4,9,5,318,".

",0.0737,2.7367,325
clean_legal_fold,115e352c,4,9,6,324," """,0.0679,2.7367,325
clean_legal_fold,115e352c,4,9,7,323,""":",0.0349,2.7367,325
clean_legal_fold,115e352c,4,15,0,0,<s>,0.1709,4.1854,325
clean_legal_fold,115e352c,4,15,1,318,".

",0.0669,4.1854,325
clean_legal_fold,115e352c,4,15,2,7,.,0.0488,4.1854,325
clean_legal_fold,115e352c,4,15,3,313, folding,0.0471,4.1854,325
clean_legal_fold,115e352c,4,15,4,322,action,0.0464,4.1854,325
clean_legal_fold,115e352c,4,15,5,324," """,0.0303,4.1854,325
clean_legal_fold,115e352c,4,15,6,297,.,0.0256,4.1854,325
clean_legal_fold,115e352c,4,15,7,272,.,0.0229,4.1854,325
clean_legal_fold,cfefb1f7,4,22,0,323, option,0.2148,3.1100,336
clean_legal_fold,cfefb1f7,4,22,1,319,olding,0.2080,3.1100,336
clean_legal_fold,cfefb1f7,4,22,2,317,.,0.1050,3.1100,336
clean_legal_fold,cfefb1f7,4,22,3,296,.,0.0452,3.1100,336
clean_legal_fold,cfefb1f7,4,22,4,329,".

",0.0410,3.1100,336
clean_legal_fold,cfefb1f7,4,22,5,318, F,0.0369,3.1100,336
clean_legal_fold,cfefb1f7,4,22,6,0,<s>,0.0171,3.1100,336
clean_legal_fold,cfefb1f7,4,22,7,324, to,0.0159,3.1100,336
clean_legal_fold,cfefb1f7,4,9,0,330,JSON,0.2178,2.7748,336
clean_legal_fold,cfefb1f7,4,9,1,0,<s>,0.1157,2.7748,336
clean_legal_fold,cfefb1f7,4,9,2,331,:,0.1069,2.7748,336
clean_legal_fold,cfefb1f7,4,9,3,333,action,0.1030,2.7748,336
clean_legal_fold,cfefb1f7,4,9,4,332," {""",0.0903,2.7748,336
clean_legal_fold,cfefb1f7,4,9,5,329,".

",0.0840,2.7748,336
clean_legal_fold,cfefb1f7,4,9,6,335," """,0.0815,2.7748,336
clean_legal_fold,cfefb1f7,4,9,7,334,""":",0.0400,2.7748,336
clean_legal_fold,cfefb1f7,4,15,0,0,<s>,0.1465,4.3350,336
clean_legal_fold,cfefb1f7,4,15,1,329,".

",0.0562,4.3350,336
clean_legal_fold,cfefb1f7,4,15,2,319,olding,0.0457,4.3350,336
clean_legal_fold,cfefb1f7,4,15,3,7,.,0.0417,4.3350,336
clean_legal_fold,cfefb1f7,4,15,4,333,action,0.0393,4.3350,336
clean_legal_fold,cfefb1f7,4,15,5,335," """,0.0283,4.3350,336
clean_legal_fold,cfefb1f7,4,15,6,317,.,0.0240,4.3350,336
clean_legal_fold,cfefb1f7,4,15,7,296,.,0.0216,4.3350,336
clean_legal_fold,134242bf,4,22,0,315, option,0.1982,3.3099,323
clean_legal_fold,134242bf,4,22,1,311, folding,0.1807,3.3099,323
clean_legal_fold,134242bf,4,22,2,298,.,0.1045,3.3099,323
clean_legal_fold,134242bf,4,22,3,310, so,0.0486,3.3099,323
clean_legal_fold,134242bf,4,22,4,316,".

",0.0282,3.3099,323
clean_legal_fold,134242bf,4,22,5,0,<s>,0.0269,3.3099,323
clean_legal_fold,134242bf,4,22,6,312, is,0.0260,3.3099,323
clean_legal_fold,134242bf,4,22,7,227, your,0.0237,3.3099,323
clean_legal_fold,134242bf,4,9,0,317,JSON,0.2344,2.7556,323
clean_legal_fold,134242bf,4,9,1,320,action,0.1157,2.7556,323
clean_legal_fold,134242bf,4,9,2,0,<s>,0.1069,2.7556,323
clean_legal_fold,134242bf,4,9,3,318,:,0.0981,2.7556,323
clean_legal_fold,134242bf,4,9,4,319," {""",0.0938,2.7556,323
clean_legal_fold,134242bf,4,9,5,322," """,0.0771,2.7556,323
clean_legal_fold,134242bf,4,9,6,316,".

",0.0737,2.7556,323
clean_legal_fold,134242bf,4,9,7,321,""":",0.0344,2.7556,323
clean_legal_fold,134242bf,4,15,0,0,<s>,0.1582,4.2459,323
clean_legal_fold,134242bf,4,15,1,316,".

",0.0645,4.2459,323
clean_legal_fold,134242bf,4,15,2,320,action,0.0488,4.2459,323
clean_legal_fold,134242bf,4,15,3,7,.,0.0420,4.2459,323
clean_legal_fold,134242bf,4,15,4,311, folding,0.0403,4.2459,323
clean_legal_fold,134242bf,4,15,5,322," """,0.0297,4.2459,323
clean_legal_fold,134242bf,4,15,6,298,.,0.0273,4.2459,323
clean_legal_fold,134242bf,4,15,7,317,JSON,0.0249,4.2459,323
clean_legal_fold,0306ad6b,4,22,0,313, option,0.3281,3.0776,321
clean_legal_fold,0306ad6b,4,22,1,309, folding,0.1230,3.0776,321
clean_legal_fold,0306ad6b,4,22,2,293,.,0.0806,3.0776,321
clean_legal_fold,0306ad6b,4,22,3,314,".

",0.0369,3.0776,321
clean_legal_fold,0306ad6b,4,22,4,310, is,0.0297,3.0776,321
clean_legal_fold,0306ad6b,4,22,5,0,<s>,0.0283,3.0776,321
clean_legal_fold,0306ad6b,4,22,6,312, best,0.0220,3.0776,321
clean_legal_fold,0306ad6b,4,22,7,308,",",0.0208,3.0776,321
clean_legal_fold,0306ad6b,4,9,0,315,JSON,0.2500,2.7058,321
clean_legal_fold,0306ad6b,4,9,1,316,:,0.1167,2.7058,321
clean_legal_fold,0306ad6b,4,9,2,0,<s>,0.1035,2.7058,321
clean_legal_fold,0306ad6b,4,9,3,318,action,0.1006,2.7058,321
clean_legal_fold,0306ad6b,4,9,4,317," {""",0.0874,2.7058,321
clean_legal_fold,0306ad6b,4,9,5,314,".

",0.0757,2.7058,321
clean_legal_fold,0306ad6b,4,9,6,320," """,0.0674,2.7058,321
clean_legal_fold,0306ad6b,4,9,7,319,""":",0.0342,2.7058,321
clean_legal_fold,0306ad6b,4,15,0,0,<s>,0.1699,4.1661,321
clean_legal_fold,0306ad6b,4,15,1,314,".

",0.0708,4.1661,321
clean_legal_fold,0306ad6b,4,15,2,309, folding,0.0493,4.1661,321
clean_legal_fold,0306ad6b,4,15,3,7,.,0.0491,4.1661,321
clean_legal_fold,0306ad6b,4,15,4,318,action,0.0454,4.1661,321
clean_legal_fold,0306ad6b,4,15,5,320," """,0.0309,4.1661,321
clean_legal_fold,0306ad6b,4,15,6,293,.,0.0256,4.1661,321
clean_legal_fold,0306ad6b,4,15,7,315,JSON,0.0227,4.1661,321
clean_legal_fold,4ed956f9,4,22,0,322, fold,0.4902,2.5680,330
clean_legal_fold,4ed956f9,4,22,1,302,.,0.0762,2.5680,330
clean_legal_fold,4ed956f9,4,22,2,323,".

",0.0549,2.5680,330
clean_legal_fold,4ed956f9,4,22,3,320, best,0.0344,2.5680,330
clean_legal_fold,4ed956f9,4,22,4,318, it,0.0322,2.5680,330
clean_legal_fold,4ed956f9,4,22,5,0,<s>,0.0276,2.5680,330
clean_legal_fold,4ed956f9,4,22,6,321, to,0.0212,2.5680,330
clean_legal_fold,4ed956f9,4,22,7,329," """,0.0205,2.5680,330
clean_legal_fold,4ed956f9,4,9,0,324,JSON,0.2197,2.7701,330
clean_legal_fold,4ed956f9,4,9,1,0,<s>,0.1196,2.7701,330
clean_legal_fold,4ed956f9,4,9,2,327,action,0.1133,2.7701,330
clean_legal_fold,4ed956f9,4,9,3,325,:,0.1016,2.7701,330
clean_legal_fold,4ed956f9,4,9,4,326," {""",0.0923,2.7701,330
clean_legal_fold,4ed956f9,4,9,5,323,".

",0.0698,2.7701,330
clean_legal_fold,4ed956f9,4,9,6,329," """,0.0674,2.7701,330
clean_legal_fold,4ed956f9,4,9,7,328,""":",0.0322,2.7701,330
clean_legal_fold,4ed956f9,4,15,0,0,<s>,0.1729,4.0574,330
clean_legal_fold,4ed956f9,4,15,1,322, fold,0.0996,4.0574,330
clean_legal_fold,4ed956f9,4,15,2,323,".

",0.0579,4.0574,330
clean_legal_fold,4ed956f9,4,15,3,7,.,0.0483,4.0574,330
clean_legal_fold,4ed956f9,4,15,4,327,action,0.0461,4.0574,330
clean_legal_fold,4ed956f9,4,15,5,329," """,0.0297,4.0574,330
clean_legal_fold,4ed956f9,4,15,6,302,.,0.0281,4.0574,330
clean_legal_fold,4ed956f9,4,15,7,324,JSON,0.0227,4.0574,330
clean_legal_fold,ee842b64,4,22,0,322, option,0.1992,3.3009,330
clean_legal_fold,ee842b64,4,22,1,318, folding,0.1816,3.3009,330
clean_legal_fold,ee842b64,4,22,2,300,.,0.1084,3.3009,330
clean_legal_fold,ee842b64,4,22,3,317,",",0.0618,3.3009,330
clean_legal_fold,ee842b64,4,22,4,0,<s>,0.0292,3.3009,330
clean_legal_fold,ee842b64,4,22,5,323,".

",0.0261,3.3009,330
clean_legal_fold,ee842b64,4,22,6,319, is,0.0242,3.3009,330
clean_legal_fold,ee842b64,4,22,7,224, your,0.0214,3.3009,330
clean_legal_fold,ee842b64,4,9,0,324,JSON,0.2520,2.7057,330
clean_legal_fold,ee842b64,4,9,1,327,action,0.1167,2.7057,330
clean_legal_fold,ee842b64,4,9,2,325,:,0.1045,2.7057,330
clean_legal_fold,ee842b64,4,9,3,0,<s>,0.1006,2.7057,330
clean_legal_fold,ee842b64,4,9,4,326," {""",0.0967,2.7057,330
clean_legal_fold,ee842b64,4,9,5,323,".

",0.0679,2.7057,330
clean_legal_fold,ee842b64,4,9,6,329," """,0.0649,2.7057,330
clean_legal_fold,ee842b64,4,9,7,328,""":",0.0352,2.7057,330
