bucket,hand_id,decision_idx,head_idx,rank,src_position,src_token,attn_weight,entropy_over_seq,seq_len
clean_check_or_call,49af524b,4,22,1,333, and,0.0977,3.2452,348
clean_check_or_call,49af524b,4,22,2,291, calling,0.0918,3.2452,348
clean_check_or_call,49af524b,4,22,3,300,.,0.0713,3.2452,348
clean_check_or_call,49af524b,4,22,4,341,".

",0.0713,3.2452,348
clean_check_or_call,49af524b,4,22,5,323,.,0.0540,3.2452,348
clean_check_or_call,49af524b,4,22,6,334, see,0.0432,3.2452,348
clean_check_or_call,49af524b,4,22,7,331, to,0.0327,3.2452,348
clean_check_or_call,49af524b,4,9,0,342,JSON,0.1680,2.7918,348
clean_check_or_call,49af524b,4,9,1,0,<s>,0.1484,2.7918,348
clean_check_or_call,49af524b,4,9,2,343,:,0.1211,2.7918,348
clean_check_or_call,49af524b,4,9,3,341,".

",0.1113,2.7918,348
clean_check_or_call,49af524b,4,9,4,345,action,0.0913,2.7918,348
clean_check_or_call,49af524b,4,9,5,347," """,0.0776,2.7918,348
clean_check_or_call,49af524b,4,9,6,344," {""",0.0669,2.7918,348
clean_check_or_call,49af524b,4,9,7,346,""":",0.0454,2.7918,348
clean_check_or_call,49af524b,4,15,0,332, check,0.1611,3.8889,348
clean_check_or_call,49af524b,4,15,1,0,<s>,0.1240,3.8889,348
clean_check_or_call,49af524b,4,15,2,333, and,0.0820,3.8889,348
clean_check_or_call,49af524b,4,15,3,341,".

",0.0613,3.8889,348
clean_check_or_call,49af524b,4,15,4,7,.,0.0457,3.8889,348
clean_check_or_call,49af524b,4,15,5,300,.,0.0304,3.8889,348
clean_check_or_call,49af524b,4,15,6,347," """,0.0251,3.8889,348
clean_check_or_call,49af524b,4,15,7,345,action,0.0209,3.8889,348
clean_check_or_call,d8ee7de6,2,22,0,312, Checking,0.2080,3.2239,330
clean_check_or_call,d8ee7de6,2,22,1,315, safer,0.1152,3.2239,330
clean_check_or_call,d8ee7de6,2,22,2,311,.,0.0986,3.2239,330
